Compilation;Date;Value
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-05-29;77378.797781745
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-05-30;77534.566969616
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-05-31;77690.336157487
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-01;77846.105345358
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-02;78001.874533229
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-03;78157.6437211
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-04;78313.412908972
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-05;78469.182096843
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-06;78624.951284714
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-07;78780.720472585
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-08;78936.489660456
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-09;79092.258848327
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-10;79248.028036199
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-11;79403.79722407
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-12;79559.566411941
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-13;79715.335599812
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-14;79871.104787683
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-15;80026.873975554
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-16;80182.643163425
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-17;80338.412351297
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-18;80494.181539168
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-19;80649.950727039
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-20;80805.71991491
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-21;80961.489102781
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-22;81117.258290652
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-23;81273.027478524
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-24;81428.796666395
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-25;81584.565854266
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-26;81740.335042137
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-27;81896.104230008
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-28;82051.873417879
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-29;82207.64260575
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-06-30;82363.411793622
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-01;82519.180981493
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-02;82559.419479706
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-03;82599.657977919
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-04;82639.896476133
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-05;82680.134974346
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-06;82720.373472559
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-07;82760.611970772
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-08;82800.850468985
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-09;82841.088967199
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-10;82881.327465412
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-11;82921.565963625
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-12;82961.804461838
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-13;83002.042960051
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-14;83042.281458264
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-15;83082.519956478
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-16;83122.758454691
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-17;83162.996952904
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-18;83203.235451117
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-19;83243.47394933
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-20;83283.712447544
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-21;83323.950945757
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-22;83364.18944397
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-23;83404.427942183
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-24;83444.666440396
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-25;83484.90493861
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-26;83525.143436823
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-27;83565.381935036
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-28;83605.620433249
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-29;83645.858931462
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-30;83686.097429675
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-07-31;83726.335927889
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-01;83766.574426102
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-02;83806.812924315
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-03;83847.051422528
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-04;83887.289920741
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-05;83927.528418955
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-06;83967.766917168
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-07;84008.005415381
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-08;84048.243913594
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-09;84088.482411807
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-10;84128.720910021
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-11;84168.959408234
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-12;84209.197906447
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-13;84249.43640466
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-14;84289.674902873
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-15;84329.913401086
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-16;84370.1518993
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-17;84410.390397513
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-18;84450.628895726
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-19;84490.867393939
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-20;84531.105892152
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-21;84571.344390366
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-22;84611.582888579
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-23;84651.821386792
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-24;84692.059885005
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-25;84732.298383218
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-26;84772.536881432
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-27;84812.775379645
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-28;84853.013877858
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-29;84893.252376071
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-30;84933.490874284
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-08-31;84973.729372498
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-01;85013.967870711
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-02;85054.206368924
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-03;85094.444867137
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-04;85134.68336535
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-05;85174.921863563
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-06;85215.160361777
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-07;85255.39885999
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-08;85295.637358203
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-09;85335.875856416
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-10;85376.114354629
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-11;85416.352852843
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-12;85456.591351056
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-13;85496.829849269
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-14;85537.068347482
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-15;85577.306845695
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-16;85617.545343909
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-17;85657.783842122
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-18;85698.022340335
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-19;85738.260838548
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-20;85778.499336761
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-21;85818.737834974
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-22;85858.976333188
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-23;85899.214831401
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-24;85939.453329614
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-25;85979.691827827
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-26;86019.93032604
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-27;86060.168824254
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-28;86100.407322467
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-29;86140.64582068
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-09-30;86180.884318893
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-01;86221.122817106
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-02;86261.36131532
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-03;86301.599813533
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-04;86341.838311746
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-05;86382.076809959
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-06;86422.315308172
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-07;86462.553806385
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-08;86502.792304599
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-09;86543.030802812
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-10;86583.269301025
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-11;86623.507799238
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-12;86663.746297451
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-13;86703.984795665
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-14;86744.223293878
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-15;86784.461792091
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-16;86824.700290304
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-17;86864.938788517
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-18;86905.177286731
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-19;86945.415784944
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-20;86985.654283157
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-21;87025.89278137
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-22;87066.131279583
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-23;87106.369777796
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-24;87146.60827601
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-25;87186.846774223
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-26;87227.085272436
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-27;87267.323770649
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-28;87307.562268862
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-29;87347.800767076
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-30;87388.039265289
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-10-31;87428.277763502
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-01;87468.516261715
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-02;87508.754759928
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-03;87548.993258142
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-04;87589.231756355
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-05;87629.470254568
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-06;87669.708752781
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-07;87709.947250994
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-08;87750.185749208
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-09;87790.424247421
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-10;87830.662745634
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-11;87870.901243847
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-12;87911.13974206
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-13;87951.378240273
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-14;87991.616738487
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-15;88031.8552367
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-16;88072.093734913
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-17;88112.332233126
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-18;88152.570731339
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-19;88192.809229553
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-20;88233.047727766
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-21;88273.286225979
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-22;88313.524724192
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-23;88353.763222405
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-24;88394.001720619
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-25;88434.240218832
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-26;88474.478717045
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-27;88514.717215258
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-28;88554.955713471
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-29;88595.194211684
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-11-30;88635.432709898
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-01;88675.671208111
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-02;88715.909706324
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-03;88756.148204537
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-04;88796.38670275
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-05;88836.625200964
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-06;88876.863699177
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-07;88917.10219739
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-08;88957.340695603
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-09;88997.579193816
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-10;89037.81769203
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-11;89078.056190243
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-12;89118.294688456
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-13;89158.533186669
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-14;89198.771684882
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-15;89239.010183095
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-16;89279.248681309
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-17;89319.487179522
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-18;89359.725677735
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-19;89399.964175948
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-20;89440.202674161
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-21;89480.441172375
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-22;89520.679670588
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-23;89560.918168801
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-24;89601.156667014
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-25;89641.395165227
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-26;89681.633663441
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-27;89721.872161654
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-28;89762.110659867
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-29;89802.34915808
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-30;89842.587656293
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2011-12-31;89882.826154507
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-01;89923.06465272
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-02;89963.303150933
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-03;90003.541649146
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-04;90043.780147359
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-05;90084.018645572
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-06;90124.257143786
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-07;90164.495641999
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-08;90204.734140212
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-09;90244.972638425
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-10;90285.211136638
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-11;90325.449634852
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-12;90365.688133065
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-13;90405.926631278
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-14;90446.165129491
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-15;90486.403627704
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-16;90526.642125918
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-17;90566.880624131
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-18;90607.119122344
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-19;90647.357620557
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-20;90687.59611877
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-21;90727.834616983
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-22;90768.073115197
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-23;90808.31161341
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-24;90848.550111623
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-25;90888.788609836
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-26;90929.027108049
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-27;90969.265606263
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-28;91009.504104476
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-29;91049.742602689
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-30;91089.981100902
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-01-31;91130.219599115
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-01;91170.458097329
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-02;91210.696595542
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-03;91250.935093755
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-04;91291.173591968
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-05;91331.412090181
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-06;91371.650588394
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-07;91411.889086608
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-08;91452.127584821
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-09;91492.366083034
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-10;91532.604581247
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-11;91572.84307946
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-12;91613.081577674
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-13;91653.320075887
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-14;91693.5585741
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-15;91733.797072313
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-16;91774.035570526
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-17;91814.27406874
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-18;91854.512566953
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-19;91894.751065166
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-20;91934.989563379
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-21;91975.228061592
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-22;92015.466559805
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-23;92055.705058019
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-24;92095.943556232
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-25;92136.182054445
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-26;92176.420552658
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-27;92216.659050871
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-28;92256.897549085
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-02-29;92297.136047298
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-01;92337.374545511
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-02;92377.613043724
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-03;92417.851541937
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-04;92458.090040151
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-05;92498.328538364
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-06;92538.567036577
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-07;92578.80553479
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-08;92619.044033003
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-09;92659.282531217
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-10;92699.52102943
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-11;92739.759527643
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-12;92779.998025856
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-13;92820.236524069
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-14;92860.475022282
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-15;92900.713520496
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-16;92940.952018709
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-17;92981.190516922
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-18;93021.429015135
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-19;93061.667513348
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-20;93101.906011562
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-21;93142.144509775
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-22;93182.383007988
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-23;93222.621506201
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-24;93262.860004414
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-25;93303.098502628
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-26;93343.337000841
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-27;93383.575499054
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-28;93423.813997267
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-29;93464.05249548
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-30;93504.290993693
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-03-31;93544.529491907
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-01;93584.76799012
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-02;93625.006488333
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-03;93665.244986546
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-04;93705.483484759
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-05;93745.721982973
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-06;93785.960481186
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-07;93826.198979399
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-08;93866.437477612
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-09;93906.675975825
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-10;93946.914474039
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-11;93987.152972252
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-12;94027.391470465
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-13;94067.629968678
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-14;94107.868466891
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-15;94148.106965104
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-16;94188.345463318
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-17;94228.583961531
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-18;94268.822459744
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-19;94309.060957957
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-20;94349.29945617
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-21;94389.537954384
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-22;94429.776452597
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-23;94470.01495081
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-24;94510.253449023
"AESRD 2013 - Bitumen - Shell Jackpine Mine";2012-04-25;94550.491947236
